0,0,22,0,0,0,20,0,22,0,0,0,0,0,20,20,0,0,0,22,0,0,0,0,22,0,0,0,22,0,0,0,
0,0,30,0,0,20,20,0,30,0,0,0,0,0,22,0,0,0,0,30,0,0,0,0,30,0,0,0,30,0,0,0,
0,0,22,0,0,0,0,0,22,0,0,0,0,0,30,0,0,0,0,22,0,0,0,0,22,0,0,0,22,0,0,20,
0,0,30,0,0,0,0,0,30,0,20,20,0,0,22,0,0,0,0,30,0,0,0,0,30,0,0,0,30,0,0,0,
0,0,22,0,0,0,0,0,0,0,0,20,0,0,30,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,
0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,
0,0,22,0,0,0,31,32,31,32,31,32,31,32,0,0,20,0,0,22,0,0,0,0,22,0,0,0,22,0,0,0,
0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,30,0,0,20,
0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,22,0,0,0,
0,0,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,30,0,0,0,
0,0,0,0,0,0,20,20,0,0,0,31,32,31,32,31,32,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,30,0,0,0,
0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,
0,0,30,0,0,0,22,0,0,0,22,0,0,0,0,20,20,0,0,22,0,0,0,0,30,0,0,0,30,0,0,20,
0,0,22,0,0,0,30,0,0,0,30,0,0,0,0,0,20,0,0,30,0,0,0,0,22,0,0,0,0,0,0,0,
0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,22,0,0,0,0,30,0,0,0,0,0,0,0,
0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,22,0,0,0,0,0,0,0,
0,0,30,0,0,31,32,31,32,31,32,31,32,0,0,0,0,0,0,22,0,0,0,0,30,0,0,0,0,0,0,0,
0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,31,32,31,32,0,
0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,20,20,0,0,0,0,0,0,0,0,
0,0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,30,0,0,0,0,0,0,30,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,
0,0,0,0,0,31,32,0,0,22,0,0,0,0,30,0,0,0,0,0,0,0,0,22,0,0,0,0,30,0,0,0,
0,0,0,0,0,0,0,0,0,30,0,0,0,0,22,0,0,20,20,0,0,0,0,30,0,0,0,0,22,0,0,0,
0,0,22,0,0,0,0,0,0,22,0,0,0,0,30,0,0,0,20,0,0,0,0,22,0,0,0,0,30,0,0,0,
0,0,30,0,0,0,0,0,0,30,0,0,0,0,22,0,0,0,20,20,20,0,0,30,0,0,0,0,22,0,0,0,
0,0,22,0,0,0,0,0,0,22,0,0,0,0,30,0,0,0,0,0,0,0,0,22,0,0,0,0,30,0,0,0,
0,0,30,0,0,0,0,0,0,30,0,0,0,0,22,0,0,0,0,0,0,0,0,30,0,0,0,0,22,0,0,0,
0,0,22,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,22,0,0,0,0,30,0,0,0,
0,0,30,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,30,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,31,32,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
